Datetime,Symbol,Open,High,Low,Close,Volume
2025-06-30 09:30:00-04:00,QQQ,551.260009765625,551.260009765625,550.72998046875,551.1599731445312,1688544
2025-06-30 09:31:00-04:00,QQQ,551.1699829101562,551.3099975585938,550.6599731445312,550.6849975585938,287046
2025-06-30 09:32:00-04:00,QQQ,550.6699829101562,550.72998046875,550.2999877929688,550.2999877929688,202057
2025-06-30 09:33:00-04:00,QQQ,550.27001953125,550.3300170898438,550.0800170898438,550.2349853515625,112908
2025-06-30 09:34:00-04:00,QQQ,550.2000122070312,550.239990234375,549.9400024414062,550.1400146484375,147609
2025-06-30 09:35:00-04:00,QQQ,550.1500244140625,550.2000122070312,549.9201049804688,550.0599975585938,246115
2025-06-30 09:36:00-04:00,QQQ,550.0499877929688,550.1400146484375,549.75,550.114990234375,179363
2025-06-30 09:37:00-04:00,QQQ,550.1300048828125,550.47998046875,550.010009765625,550.3900146484375,226842
2025-06-30 09:38:00-04:00,QQQ,550.3800048828125,550.5900268554688,550.2899780273438,550.5499877929688,111002
2025-06-30 09:39:00-04:00,QQQ,550.5401000976562,550.6599731445312,550.2999877929688,550.2999877929688,100695
2025-06-30 09:40:00-04:00,QQQ,550.3099975585938,550.4500122070312,550.0900268554688,550.280029296875,100761
2025-06-30 09:41:00-04:00,QQQ,550.260009765625,550.4099731445312,550.135986328125,550.401611328125,88224
2025-06-30 09:42:00-04:00,QQQ,550.3800048828125,550.3800048828125,550.2000122070312,550.3499755859375,65320
2025-06-30 09:43:00-04:00,QQQ,550.340087890625,550.4299926757812,549.969970703125,549.969970703125,141707
2025-06-30 09:44:00-04:00,QQQ,549.9600219726562,549.9600219726562,549.6599731445312,549.8699951171875,157497
2025-06-30 09:45:00-04:00,QQQ,549.8748168945312,550.2100219726562,549.7999877929688,550.0700073242188,141407
2025-06-30 09:46:00-04:00,QQQ,550.0800170898438,550.219970703125,549.97998046875,550.1300048828125,122662
2025-06-30 09:47:00-04:00,QQQ,550.140625,550.1500244140625,549.6812133789062,549.7100219726562,253097
2025-06-30 09:48:00-04:00,QQQ,549.6599731445312,549.9500122070312,549.6199951171875,549.7598876953125,169618
2025-06-30 09:49:00-04:00,QQQ,549.760009765625,549.760009765625,549.010009765625,549.510009765625,292568
2025-06-30 09:50:00-04:00,QQQ,549.530029296875,549.8099975585938,549.4600219726562,549.4998779296875,184001
2025-06-30 09:51:00-04:00,QQQ,549.47998046875,549.6900024414062,549.4000244140625,549.6199951171875,107171
2025-06-30 09:52:00-04:00,QQQ,549.6400146484375,549.9500122070312,549.5999755859375,549.9349975585938,149672
2025-06-30 09:53:00-04:00,QQQ,549.9248046875,550.010009765625,549.780029296875,549.8748168945312,176672
2025-06-30 09:54:00-04:00,QQQ,549.85498046875,549.9400024414062,549.6550903320312,549.6799926757812,98444
2025-06-30 09:55:00-04:00,QQQ,549.6699829101562,550.1199951171875,549.6699829101562,550.0444946289062,190335
2025-06-30 09:56:00-04:00,QQQ,550.0599975585938,550.1751098632812,549.9749755859375,550.02001953125,180506
2025-06-30 09:57:00-04:00,QQQ,550.0250244140625,550.0599975585938,549.8099975585938,549.9000244140625,125446
2025-06-30 09:58:00-04:00,QQQ,549.89501953125,550.1699829101562,549.8049926757812,550.0800170898438,132205
2025-06-30 09:59:00-04:00,QQQ,550.0999755859375,550.22998046875,550.0599975585938,550.1300048828125,116457
2025-06-30 10:00:00-04:00,QQQ,550.1199951171875,550.4199829101562,550.02001953125,550.1513061523438,163146
2025-06-30 10:01:00-04:00,QQQ,550.1400146484375,550.4500122070312,550.1099853515625,550.2949829101562,117622
2025-06-30 10:02:00-04:00,QQQ,550.2899780273438,550.3150024414062,550.1199951171875,550.1900024414062,101872
2025-06-30 10:03:00-04:00,QQQ,550.1900024414062,550.3099975585938,550.1099853515625,550.239990234375,87626
2025-06-30 10:04:00-04:00,QQQ,550.2150268554688,550.2899169921875,550.1300048828125,550.280029296875,161828
2025-06-30 10:05:00-04:00,QQQ,550.25,550.27001953125,550.1099243164062,550.219970703125,86740
2025-06-30 10:06:00-04:00,QQQ,550.2000122070312,550.27001953125,549.9508056640625,550.0775146484375,152996
2025-06-30 10:07:00-04:00,QQQ,550.0499877929688,550.2951049804688,549.905029296875,550.2899780273438,116737
2025-06-30 10:08:00-04:00,QQQ,550.2999877929688,550.4299926757812,550.1199951171875,550.2899780273438,125703
2025-06-30 10:09:00-04:00,QQQ,550.260009765625,550.2999877929688,550.0900268554688,550.210693359375,78324
2025-06-30 10:10:00-04:00,QQQ,550.2000122070312,550.375,550.1599731445312,550.364990234375,77416
2025-06-30 10:11:00-04:00,QQQ,550.3800048828125,550.6699829101562,550.3499755859375,550.6699829101562,109495
2025-06-30 10:12:00-04:00,QQQ,550.6900024414062,550.760009765625,550.5999755859375,550.6799926757812,111964
2025-06-30 10:13:00-04:00,QQQ,550.6900024414062,550.7000122070312,550.5100708007812,550.6400146484375,276824
2025-06-30 10:14:00-04:00,QQQ,550.56982421875,550.5900268554688,550.3200073242188,550.5750122070312,81331
2025-06-30 10:15:00-04:00,QQQ,550.5451049804688,550.5599975585938,550.4199829101562,550.4400024414062,74814
2025-06-30 10:16:00-04:00,QQQ,550.4600219726562,550.5899047851562,550.25,550.2600708007812,93670
2025-06-30 10:17:00-04:00,QQQ,550.2998046875,550.3099975585938,550.1300048828125,550.2249755859375,76570
2025-06-30 10:18:00-04:00,QQQ,550.2000122070312,550.280029296875,550.0,550.2349853515625,124739
2025-06-30 10:19:00-04:00,QQQ,550.2050170898438,550.385009765625,550.1699829101562,550.3599243164062,93745
2025-06-30 10:20:00-04:00,QQQ,550.3200073242188,550.3900756835938,549.9807739257812,550.030029296875,132305
